country,actual,continent,year,type,value,rank,direction,sex
Ecuador,South America,South America,2010,both_suicide,9.9,6,highest,All
Argentina,South America,South America,2010,both_suicide,8.6,7,highest,All
Brazil,South America,South America,2010,both_suicide,5,8,highest,All
Panama,South America,South America,2010,both_suicide,4.2,9,highest,All
Colombia,South America,South America,2010,both_suicide,3.8,10,highest,All
Honduras,South America,South America,2010,both_suicide,2,1,lowest,All
Venezuela,South America,South America,2010,both_suicide,3.4,2,lowest,All
Paraguay,South America,South America,2010,both_suicide,3.5,3,lowest,All
Peru,South America,South America,2010,both_suicide,3.5,4,lowest,All
Colombia,South America,South America,2010,both_suicide,3.8,5,lowest,All
Panama,South America,South America,2010,both_suicide,4.2,6,lowest,All
Brazil,South America,South America,2010,both_suicide,5,7,lowest,All
Argentina,South America,South America,2010,both_suicide,8.6,8,lowest,All
Ecuador,South America,South America,2010,both_suicide,9.9,9,lowest,All
Trinidad and Tobago,South America,South America,2010,both_suicide,11.3,10,lowest,All
Guyana,South America,South America,2010,male_suicide,51.7,1,highest,Male
Suriname,South America,South America,2010,male_suicide,39.1,2,highest,Male
Uruguay,South America,South America,2010,male_suicide,25.4,3,highest,Male
Chile,South America,South America,2010,male_suicide,19.1,4,highest,Male
Trinidad and Tobago,South America,South America,2010,male_suicide,18.1,5,highest,Male
Ecuador,South America,South America,2010,male_suicide,14.3,6,highest,Male
Argentina,South America,South America,2010,male_suicide,14.2,7,highest,Male
Brazil,South America,South America,2010,male_suicide,7.6,8,highest,Male
Panama,South America,South America,2010,male_suicide,7.2,9,highest,Male
Colombia,South America,South America,2010,male_suicide,6.2,10,highest,Male
Honduras,South America,South America,2010,male_suicide,3.2,1,lowest,Male
Paraguay,South America,South America,2010,male_suicide,4.8,2,lowest,Male
Peru,South America,South America,2010,male_suicide,5,3,lowest,Male
Venezuela,South America,South America,2010,male_suicide,5.8,4,lowest,Male
Colombia,South America,South America,2010,male_suicide,6.2,5,lowest,Male
Panama,South America,South America,2010,male_suicide,7.2,6,lowest,Male
Brazil,South America,South America,2010,male_suicide,7.6,7,lowest,Male
Argentina,South America,South America,2010,male_suicide,14.2,8,lowest,Male
Ecuador,South America,South America,2010,male_suicide,14.3,9,lowest,Male
Trinidad and Tobago,South America,South America,2010,male_suicide,18.1,10,lowest,Male
Guyana,South America,South America,2010,female_suicide,15.2,1,highest,Female
Suriname,South America,South America,2010,female_suicide,11.7,2,highest,Female
Uruguay,South America,South America,2010,female_suicide,7.2,3,highest,Female
Ecuador,South America,South America,2010,female_suicide,5.5,4,highest,Female
Trinidad and Tobago,South America,South America,2010,female_suicide,4.8,5,highest,Female
Chile,South America,South America,2010,female_suicide,4.4,6,highest,Female
Argentina,South America,South America,2010,female_suicide,3.2,7,highest,Female
Brazil,South America,South America,2010,female_suicide,2.5,8,highest,Female
Paraguay,South America,South America,2010,female_suicide,2.2,9,highest,Female
Peru,South America,South America,2010,female_suicide,1.9,10,highest,Female
Honduras,South America,South America,2010,female_suicide,0.8,1,lowest,Female
Venezuela,South America,South America,2010,female_suicide,1,2,lowest,Female
Panama,South America,South America,2010,female_suicide,1.1,3,lowest,Female
Colombia,South America,South America,2010,female_suicide,1.5,4,lowest,Female
Peru,South America,South America,2010,female_suicide,1.9,5,lowest,Female
Paraguay,South America,South America,2010,female_suicide,2.2,6,lowest,Female
Brazil,South America,South America,2010,female_suicide,2.5,7,lowest,Female
Argentina,South America,South America,2010,female_suicide,3.2,8,lowest,Female
Chile,South America,South America,2010,female_suicide,4.4,9,lowest,Female
Trinidad and Tobago,South America,South America,2010,female_suicide,4.8,10,lowest,Female
Guyana,South America,South America,2009,both_suicide,32.9,1,highest,All
Suriname,South America,South America,2009,both_suicide,24.4,2,highest,All
Uruguay,South America,South America,2009,both_suicide,15,3,highest,All
Chile,South America,South America,2009,both_suicide,12.7,4,highest,All
Trinidad and Tobago,South America,South America,2009,both_suicide,11.2,5,highest,All
Ecuador,South America,South America,2009,both_suicide,10.5,6,highest,All
Argentina,South America,South America,2009,both_suicide,8.4,7,highest,All
Brazil,South America,South America,2009,both_suicide,5.1,8,highest,All
Panama,South America,South America,2009,both_suicide,4.8,9,highest,All
Paraguay,South America,South America,2009,both_suicide,4.4,10,highest,All
Honduras,South America,South America,2009,both_suicide,2,1,lowest,All
Venezuela,South America,South America,2009,both_suicide,3.2,2,lowest,All
Peru,South America,South America,2009,both_suicide,3.3,3,lowest,All
Colombia,South America,South America,2009,both_suicide,4.1,4,lowest,All
Paraguay,South America,South America,2009,both_suicide,4.4,5,lowest,All
Panama,South America,South America,2009,both_suicide,4.8,6,lowest,All
Brazil,South America,South America,2009,both_suicide,5.1,7,lowest,All
Argentina,South America,South America,2009,both_suicide,8.4,8,lowest,All
Ecuador,South America,South America,2009,both_suicide,10.5,9,lowest,All
Trinidad and Tobago,South America,South America,2009,both_suicide,11.2,10,lowest,All
Guyana,South America,South America,2009,male_suicide,47.5,1,highest,Male
Suriname,South America,South America,2009,male_suicide,37.1,2,highest,Male
Uruguay,South America,South America,2009,male_suicide,24.7,3,highest,Male
Chile,South America,South America,2009,male_suicide,20.6,4,highest,Male
Trinidad and Tobago,South America,South America,2009,male_suicide,18.2,5,highest,Male
Ecuador,South America,South America,2009,male_suicide,15.3,6,highest,Male
Argentina,South America,South America,2009,male_suicide,13.9,7,highest,Male
Panama,South America,South America,2009,male_suicide,8.1,8,highest,Male
Brazil,South America,South America,2009,male_suicide,8,9,highest,Male
Colombia,South America,South America,2009,male_suicide,6.5,10,highest,Male
Honduras,South America,South America,2009,male_suicide,3.2,1,lowest,Male
Peru,South America,South America,2009,male_suicide,4.7,2,lowest,Male
Venezuela,South America,South America,2009,male_suicide,5.3,3,lowest,Male
Paraguay,South America,South America,2009,male_suicide,6.2,4,lowest,Male
Colombia,South America,South America,2009,male_suicide,6.5,5,lowest,Male
Brazil,South America,South America,2009,male_suicide,8,6,lowest,Male
Panama,South America,South America,2009,male_suicide,8.1,7,lowest,Male
Argentina,South America,South America,2009,male_suicide,13.9,8,lowest,Male
Ecuador,South America,South America,2009,male_suicide,15.3,9,lowest,Male
Trinidad and Tobago,South America,South America,2009,male_suicide,18.2,10,lowest,Male
Guyana,South America,South America,2009,female_suicide,18.3,1,highest,Female
Suriname,South America,South America,2009,female_suicide,11.6,2,highest,Female
Uruguay,South America,South America,2009,female_suicide,5.9,3,highest,Female
Ecuador,South America,South America,2009,female_suicide,5.6,4,highest,Female
Chile,South America,South America,2009,female_suicide,5,5,highest,Female
Trinidad and Tobago,South America,South America,2009,female_suicide,4.3,6,highest,Female
Argentina,South America,South America,2009,female_suicide,3.2,7,highest,Female
Paraguay,South America,South America,2009,female_suicide,2.5,8,highest,Female
Brazil,South America,South America,2009,female_suicide,2.3,9,highest,Female
Peru,South America,South America,2009,female_suicide,1.9,10,highest,Female
Honduras,South America,South America,2009,female_suicide,0.8,1,lowest,Female
Venezuela,South America,South America,2009,female_suicide,1.1,2,lowest,Female
Panama,South America,South America,2009,female_suicide,1.5,3,lowest,Female
Colombia,South America,South America,2009,female_suicide,1.8,4,lowest,Female
Peru,South America,South America,2009,female_suicide,1.9,5,lowest,Female
Brazil,South America,South America,2009,female_suicide,2.3,6,lowest,Female
Paraguay,South America,South America,2009,female_suicide,2.5,7,lowest,Female
Argentina,South America,South America,2009,female_suicide,3.2,8,lowest,Female
Trinidad and Tobago,South America,South America,2009,female_suicide,4.3,9,lowest,Female
Chile,South America,South America,2009,female_suicide,5,10,lowest,Female
Guyana,South America,South America,2008,both_suicide,30,1,highest,All
Suriname,South America,South America,2008,both_suicide,24.5,2,highest,All
Uruguay,South America,South America,2008,both_suicide,15.1,3,highest,All
Trinidad and Tobago,South America,South America,2008,both_suicide,13.7,4,highest,All
Chile,South America,South America,2008,both_suicide,12.2,5,highest,All
Ecuador,South America,South America,2008,both_suicide,10.5,6,highest,All
Argentina,South America,South America,2008,both_suicide,8.7,7,highest,All
Panama,South America,South America,2008,both_suicide,5.4,8,highest,All
Brazil,South America,South America,2008,both_suicide,5.1,9,highest,All
Colombia,South America,South America,2008,both_suicide,4.2,10,highest,All
Honduras,South America,South America,2008,both_suicide,2.1,1,lowest,All
Peru,South America,South America,2008,both_suicide,2.7,2,lowest,All
Venezuela,South America,South America,2008,both_suicide,3.5,3,lowest,All
Paraguay,South America,South America,2008,both_suicide,3.6,4,lowest,All
Colombia,South America,South America,2008,both_suicide,4.2,5,lowest,All
Brazil,South America,South America,2008,both_suicide,5.1,6,lowest,All
Panama,South America,South America,2008,both_suicide,5.4,7,lowest,All
Argentina,South America,South America,2008,both_suicide,8.7,8,lowest,All
Ecuador,South America,South America,2008,both_suicide,10.5,9,lowest,All
Chile,South America,South America,2008,both_suicide,12.2,10,lowest,All
Guyana,South America,South America,2008,male_suicide,46,1,highest,Male
Suriname,South America,South America,2008,male_suicide,37.2,2,highest,Male
Uruguay,South America,South America,2008,male_suicide,24.2,3,highest,Male
Trinidad and Tobago,South America,South America,2008,male_suicide,22.7,4,highest,Male
Chile,South America,South America,2008,male_suicide,19.9,5,highest,Male
Ecuador,South America,South America,2008,male_suicide,15.4,6,highest,Male
Argentina,South America,South America,2008,male_suicide,14.3,7,highest,Male
Panama,South America,South America,2008,male_suicide,8.8,8,highest,Male
Brazil,South America,South America,2008,male_suicide,7.9,9,highest,Male
Colombia,South America,South America,2008,male_suicide,6.6,10,highest,Male
Honduras,South America,South America,2008,male_suicide,3.3,1,lowest,Male
Peru,South America,South America,2008,male_suicide,3.9,2,lowest,Male
Paraguay,South America,South America,2008,male_suicide,4.8,3,lowest,Male
Venezuela,South America,South America,2008,male_suicide,5.8,4,lowest,Male
Colombia,South America,South America,2008,male_suicide,6.6,5,lowest,Male
Brazil,South America,South America,2008,male_suicide,7.9,6,lowest,Male
Panama,South America,South America,2008,male_suicide,8.8,7,lowest,Male
Argentina,South America,South America,2008,male_suicide,14.3,8,lowest,Male
Ecuador,South America,South America,2008,male_suicide,15.4,9,lowest,Male
Chile,South America,South America,2008,male_suicide,19.9,10,lowest,Male
Guyana,South America,South America,2008,female_suicide,14.1,1,highest,Female
Suriname,South America,South America,2008,female_suicide,11.5,2,highest,Female
Uruguay,South America,South America,2008,female_suicide,6.6,3,highest,Female
Ecuador,South America,South America,2008,female_suicide,5.7,4,highest,Female
Trinidad and Tobago,South America,South America,2008,female_suicide,4.9,5,highest,Female
Chile,South America,South America,2008,female_suicide,4.8,6,highest,Female
Argentina,South America,South America,2008,female_suicide,3.3,7,highest,Female
Brazil,South America,South America,2008,female_suicide,2.3,8,highest,Female
Paraguay,South America,South America,2008,female_suicide,2.3,9,highest,Female
Panama,South America,South America,2008,female_suicide,1.9,10,highest,Female
Honduras,South America,South America,2008,female_suicide,0.8,1,lowest,Female
Venezuela,South America,South America,2008,female_suicide,1.1,2,lowest,Female
Peru,South America,South America,2008,female_suicide,1.6,3,lowest,Female
Colombia,South America,South America,2008,female_suicide,1.8,4,lowest,Female
Panama,South America,South America,2008,female_suicide,1.9,5,lowest,Female
Brazil,South America,South America,2008,female_suicide,2.3,6,lowest,Female
Paraguay,South America,South America,2008,female_suicide,2.3,7,lowest,Female
Argentina,South America,South America,2008,female_suicide,3.3,8,lowest,Female
Chile,South America,South America,2008,female_suicide,4.8,9,lowest,Female
